quarks,B,S,J,status,dE
cDCCCC,-1.3333333333333333,0,0.0,Allowed,-92.227065
cDCCCC,-1.3333333333333333,0,1.0,Allowed,-91.978872
cDCCCC,-1.3333333333333333,0,2.0,Allowed,-91.730679
cDCCCC,-1.3333333333333333,0,3.0,Allowed,-91.482486
cDCCCB,-1.3333333333333333,0,0.0,Allowed,-89.327065
cDCCCB,-1.3333333333333333,0,1.0,Allowed,-89.078872
cDCCCB,-1.3333333333333333,0,2.0,Allowed,-88.830679
cDCCCB,-1.3333333333333333,0,3.0,Allowed,-88.582486
cDCCBB,-1.3333333333333333,0,0.0,Allowed,-86.427065
cDCCBB,-1.3333333333333333,0,1.0,Allowed,-86.178872
cDCCBB,-1.3333333333333333,0,2.0,Allowed,-85.930679
cDCCBB,-1.3333333333333333,0,3.0,Allowed,-85.682486
cDCBBB,-1.3333333333333333,0,0.0,Allowed,-83.527065
cDCBBB,-1.3333333333333333,0,1.0,Allowed,-83.278872
cDCBBB,-1.3333333333333333,0,2.0,Allowed,-83.03067899999999
cDCBBB,-1.3333333333333333,0,3.0,Allowed,-82.782486
cDBBBB,-1.3333333333333333,0,0.0,Allowed,-80.627065
cDBBBB,-1.3333333333333333,0,1.0,Allowed,-80.378872
cDBBBB,-1.3333333333333333,0,2.0,Allowed,-80.130679
cDBBBB,-1.3333333333333333,0,3.0,Allowed,-79.882486
cSSSSS,-1.3333333333333333,5,0.0,Allowed,-97.537895
cSSSSS,-1.3333333333333333,5,1.0,Allowed,-97.289702
cSSSSS,-1.3333333333333333,5,2.0,Allowed,-97.041509
cSSSSS,-1.3333333333333333,5,3.0,Allowed,-96.793316
cSSSSC,-1.3333333333333333,4,0.0,Allowed,-96.369729
cSSSSC,-1.3333333333333333,4,1.0,Allowed,-96.121536
cSSSSC,-1.3333333333333333,4,2.0,Allowed,-95.873343
cSSSSC,-1.3333333333333333,4,3.0,Allowed,-95.62515
cSSSSB,-1.3333333333333333,4,0.0,Allowed,-93.469729
cSSSSB,-1.3333333333333333,4,1.0,Allowed,-93.221536
cSSSSB,-1.3333333333333333,4,2.0,Allowed,-92.973343
cSSSSB,-1.3333333333333333,4,3.0,Allowed,-92.72515
cSSSCC,-1.3333333333333333,3,0.0,Allowed,-94.951563
cSSSCC,-1.3333333333333333,3,1.0,Allowed,-94.70337
cSSSCC,-1.3333333333333333,3,2.0,Allowed,-94.455177
cSSSCC,-1.3333333333333333,3,3.0,Allowed,-94.206984
cSSSCB,-1.3333333333333333,3,0.0,Allowed,-92.051563
cSSSCB,-1.3333333333333333,3,1.0,Allowed,-91.80337
cSSSCB,-1.3333333333333333,3,2.0,Allowed,-91.555177
cSSSCB,-1.3333333333333333,3,3.0,Allowed,-91.306984
cSSSBB,-1.3333333333333333,3,0.0,Allowed,-89.151563
cSSSBB,-1.3333333333333333,3,1.0,Allowed,-88.90337
cSSSBB,-1.3333333333333333,3,2.0,Allowed,-88.65517700000001
cSSSBB,-1.3333333333333333,3,3.0,Allowed,-88.406984
cSSCCC,-1.3333333333333333,2,0.0,Allowed,-93.383397
cSSCCC,-1.3333333333333333,2,1.0,Allowed,-93.135204
cSSCCC,-1.3333333333333333,2,2.0,Allowed,-92.887011
cSSCCC,-1.3333333333333333,2,3.0,Allowed,-92.638818
cSSCCB,-1.3333333333333333,2,0.0,Allowed,-90.483397
cSSCCB,-1.3333333333333333,2,1.0,Allowed,-90.235204
cSSCCB,-1.3333333333333333,2,2.0,Allowed,-89.987011
cSSCCB,-1.3333333333333333,2,3.0,Allowed,-89.738818
cSSCBB,-1.3333333333333333,2,0.0,Allowed,-87.583397
cSSCBB,-1.3333333333333333,2,1.0,Allowed,-87.335204
cSSCBB,-1.3333333333333333,2,2.0,Allowed,-87.087011
cSSCBB,-1.3333333333333333,2,3.0,Allowed,-86.838818
cSSBBB,-1.3333333333333333,2,0.0,Allowed,-84.683397
cSSBBB,-1.3333333333333333,2,1.0,Allowed,-84.435204
cSSBBB,-1.3333333333333333,2,2.0,Allowed,-84.187011
cSSBBB,-1.3333333333333333,2,3.0,Allowed,-83.938818
cSCCCC,-1.3333333333333333,1,0.0,Allowed,-92.115231
cSCCCC,-1.3333333333333333,1,1.0,Allowed,-91.867038
cSCCCC,-1.3333333333333333,1,2.0,Allowed,-91.618845
cSCCCC,-1.3333333333333333,1,3.0,Allowed,-91.370652
cSCCCB,-1.3333333333333333,1,0.0,Allowed,-89.215231
cSCCCB,-1.3333333333333333,1,1.0,Allowed,-88.967038
cSCCCB,-1.3333333333333333,1,2.0,Allowed,-88.718845
cSCCCB,-1.3333333333333333,1,3.0,Allowed,-88.470652
cSCCBB,-1.3333333333333333,1,0.0,Allowed,-86.315231
cSCCBB,-1.3333333333333333,1,1.0,Allowed,-86.067038
cSCCBB,-1.3333333333333333,1,2.0,Allowed,-85.818845
cSCCBB,-1.3333333333333333,1,3.0,Allowed,-85.570652
cSCBBB,-1.3333333333333333,1,0.0,Allowed,-83.415231
cSCBBB,-1.3333333333333333,1,1.0,Allowed,-83.167038
cSCBBB,-1.3333333333333333,1,2.0,Allowed,-82.918845
cSCBBB,-1.3333333333333333,1,3.0,Allowed,-82.670652
cSBBBB,-1.3333333333333333,1,0.0,Allowed,-80.515231
cSBBBB,-1.3333333333333333,1,1.0,Allowed,-80.267038
cSBBBB,-1.3333333333333333,1,2.0,Allowed,-80.018845
cSBBBB,-1.3333333333333333,1,3.0,Allowed,-79.770652
cCCCCC,-1.3333333333333333,0,0.0,Allowed,-90.697065
cCCCCC,-1.3333333333333333,0,1.0,Allowed,-90.448872
cCCCCC,-1.3333333333333333,0,2.0,Allowed,-90.20067900000001
cCCCCC,-1.3333333333333333,0,3.0,Allowed,-89.952486
cCCCCB,-1.3333333333333333,0,0.0,Allowed,-87.797065
cCCCCB,-1.3333333333333333,0,1.0,Allowed,-87.548872
cCCCCB,-1.3333333333333333,0,2.0,Allowed,-87.300679
cCCCCB,-1.3333333333333333,0,3.0,Allowed,-87.052486
cCCCBB,-1.3333333333333333,0,0.0,Allowed,-84.897065
cCCCBB,-1.3333333333333333,0,1.0,Allowed,-84.648872
cCCCBB,-1.3333333333333333,0,2.0,Allowed,-84.400679
cCCCBB,-1.3333333333333333,0,3.0,Allowed,-84.152486
cCCBBB,-1.3333333333333333,0,0.0,Allowed,-81.99706499999999
cCCBBB,-1.3333333333333333,0,1.0,Allowed,-81.748872
cCCBBB,-1.3333333333333333,0,2.0,Allowed,-81.500679
cCCBBB,-1.3333333333333333,0,3.0,Allowed,-81.252486
cCBBBB,-1.3333333333333333,0,0.0,Allowed,-79.097065
cCBBBB,-1.3333333333333333,0,1.0,Allowed,-78.848872
cCBBBB,-1.3333333333333333,0,2.0,Allowed,-78.600679
cCBBBB,-1.3333333333333333,0,3.0,Allowed,-78.352486
cBBBBB,-1.3333333333333333,0,0.0,Allowed,-76.19706500000001
cBBBBB,-1.3333333333333333,0,1.0,Allowed,-75.948872
cBBBBB,-1.3333333333333333,0,2.0,Allowed,-75.70067900000001
cBBBBB,-1.3333333333333333,0,3.0,Allowed,-75.452486
bbbbbb,2.0,0,0.0,Pauli,-73.286565
bbbbbb,2.0,0,1.0,Pauli,-73.03837200000001
bbbbbb,2.0,0,2.0,Pauli,-72.790179
bbbbbb,2.0,0,3.0,Pauli,-72.54198600000001
bbbbbU,1.3333333333333333,0,0.0,Pauli,-77.654665
bbbbbU,1.3333333333333333,0,1.0,Pauli,-77.40647200000001
bbbbbU,1.3333333333333333,0,2.0,Pauli,-77.158279
bbbbbU,1.3333333333333333,0,3.0,Pauli,-76.910086
bbbbbD,1.3333333333333333,0,0.0,Pauli,-77.654665
bbbbbD,1.3333333333333333,0,1.0,Pauli,-77.40647200000001
bbbbbD,1.3333333333333333,0,2.0,Pauli,-77.158279
bbbbbD,1.3333333333333333,0,3.0,Pauli,-76.910086
bbbbbS,1.3333333333333333,1,0.0,Pauli,-77.542831
bbbbbS,1.3333333333333333,1,1.0,Pauli,-77.294638
bbbbbS,1.3333333333333333,1,2.0,Pauli,-77.046445
bbbbbS,1.3333333333333333,1,3.0,Pauli,-76.798252
bbbbbC,1.3333333333333333,0,0.0,Pauli,-76.124665
bbbbbC,1.3333333333333333,0,1.0,Pauli,-75.876472
bbbbbC,1.3333333333333333,0,2.0,Pauli,-75.62827899999999
bbbbbC,1.3333333333333333,0,3.0,Pauli,-75.380086
bbbbbB,1.3333333333333333,0,0.0,Pauli,-73.224665
bbbbbB,1.3333333333333333,0,1.0,Pauli,-72.976472
bbbbbB,1.3333333333333333,0,2.0,Pauli,-72.728279
bbbbbB,1.3333333333333333,0,3.0,Pauli,-72.480086
bbbbUU,0.6666666666666666,0,0.0,Allowed,-82.032765
bbbbUU,0.6666666666666666,0,1.0,Allowed,-81.784572
bbbbUU,0.6666666666666666,0,2.0,Allowed,-81.53637900000001
bbbbUU,0.6666666666666666,0,3.0,Allowed,-81.288186
bbbbUD,0.6666666666666666,0,0.0,Allowed,-82.032765
bbbbUD,0.6666666666666666,0,1.0,Allowed,-81.784572
bbbbUD,0.6666666666666666,0,2.0,Allowed,-81.53637900000001
bbbbUD,0.6666666666666666,0,3.0,Allowed,-81.288186
bbbbUS,0.6666666666666666,1,0.0,Allowed,-81.920931
bbbbUS,0.6666666666666666,1,1.0,Allowed,-81.67273800000001
bbbbUS,0.6666666666666666,1,2.0,Allowed,-81.424545
bbbbUS,0.6666666666666666,1,3.0,Allowed,-81.17635200000001
bbbbUC,0.6666666666666666,0,0.0,Allowed,-80.652765
bbbbUC,0.6666666666666666,0,1.0,Allowed,-80.404572
bbbbUC,0.6666666666666666,0,2.0,Allowed,-80.156379
bbbbUC,0.6666666666666666,0,3.0,Allowed,-79.908186
bbbbUB,0.6666666666666666,0,0.0,Allowed,-77.752765
bbbbUB,0.6666666666666666,0,1.0,Allowed,-77.504572
bbbbUB,0.6666666666666666,0,2.0,Allowed,-77.25637900000001
bbbbUB,0.6666666666666666,0,3.0,Allowed,-77.008186
bbbbDD,0.6666666666666666,0,0.0,Allowed,-82.032765
bbbbDD,0.6666666666666666,0,1.0,Allowed,-81.784572
bbbbDD,0.6666666666666666,0,2.0,Allowed,-81.53637900000001
bbbbDD,0.6666666666666666,0,3.0,Allowed,-81.288186
bbbbDS,0.6666666666666666,1,0.0,Allowed,-81.920931
bbbbDS,0.6666666666666666,1,1.0,Allowed,-81.67273800000001
bbbbDS,0.6666666666666666,1,2.0,Allowed,-81.424545
bbbbDS,0.6666666666666666,1,3.0,Allowed,-81.17635200000001
bbbbDC,0.6666666666666666,0,0.0,Allowed,-80.652765
bbbbDC,0.6666666666666666,0,1.0,Allowed,-80.404572
bbbbDC,0.6666666666666666,0,2.0,Allowed,-80.156379
bbbbDC,0.6666666666666666,0,3.0,Allowed,-79.908186
bbbbDB,0.6666666666666666,0,0.0,Allowed,-77.752765
bbbbDB,0.6666666666666666,0,1.0,Allowed,-77.504572
bbbbDB,0.6666666666666666,0,2.0,Allowed,-77.25637900000001
bbbbDB,0.6666666666666666,0,3.0,Allowed,-77.008186
bbbbSS,0.6666666666666666,2,0.0,Allowed,-81.80909700000001
bbbbSS,0.6666666666666666,2,1.0,Allowed,-81.56090400000001
bbbbSS,0.6666666666666666,2,2.0,Allowed,-81.31271100000001
bbbbSS,0.6666666666666666,2,3.0,Allowed,-81.064518
bbbbSC,0.6666666666666666,1,0.0,Allowed,-80.540931
bbbbSC,0.6666666666666666,1,1.0,Allowed,-80.292738
bbbbSC,0.6666666666666666,1,2.0,Allowed,-80.044545
bbbbSC,0.6666666666666666,1,3.0,Allowed,-79.796352
bbbbSB,0.6666666666666666,1,0.0,Allowed,-77.640931
bbbbSB,0.6666666666666666,1,1.0,Allowed,-77.39273800000001
bbbbSB,0.6666666666666666,1,2.0,Allowed,-77.144545
bbbbSB,0.6666666666666666,1,3.0,Allowed,-76.89635200000001
bbbbCC,0.6666666666666666,0,0.0,Allowed,-79.122765
bbbbCC,0.6666666666666666,0,1.0,Allowed,-78.874572
bbbbCC,0.6666666666666666,0,2.0,Allowed,-78.626379
bbbbCC,0.6666666666666666,0,3.0,Allowed,-78.378186
bbbbCB,0.6666666666666666,0,0.0,Allowed,-76.222765
bbbbCB,0.6666666666666666,0,1.0,Allowed,-75.974572
bbbbCB,0.6666666666666666,0,2.0,Allowed,-75.72637900000001
bbbbCB,0.6666666666666666,0,3.0,Allowed,-75.478186
bbbbBB,0.6666666666666666,0,0.0,Allowed,-73.322765
bbbbBB,0.6666666666666666,0,1.0,Allowed,-73.074572
bbbbBB,0.6666666666666666,0,2.0,Allowed,-72.826379
bbbbBB,0.6666666666666666,0,3.0,Allowed,-72.578186
bbbUUU,0.0,0,0.0,Allowed,-86.550865
bbbUUU,0.0,0,1.0,Allowed,-86.302672
bbbUUU,0.0,0,2.0,Allowed,-86.054479
bbbUUU,0.0,0,3.0,Allowed,-85.806286
bbbUUD,0.0,0,0.0,Allowed,-86.550865
bbbUUD,0.0,0,1.0,Allowed,-86.302672
bbbUUD,0.0,0,2.0,Allowed,-86.054479
bbbUUD,0.0,0,3.0,Allowed,-85.806286
bbbUUS,0.0,1,0.0,Allowed,-86.439031
bbbUUS,0.0,1,1.0,Allowed,-86.190838
bbbUUS,0.0,1,2.0,Allowed,-85.942645
bbbUUS,0.0,1,3.0,Allowed,-85.694452
bbbUUC,0.0,0,0.0,Allowed,-84.87086500000001
bbbUUC,0.0,0,1.0,Allowed,-84.622672
bbbUUC,0.0,0,2.0,Allowed,-84.37447900000001
bbbUUC,0.0,0,3.0,Allowed,-84.126286
bbbUUB,0.0,0,0.0,Allowed,-81.970865
bbbUUB,0.0,0,1.0,Allowed,-81.722672
bbbUUB,0.0,0,2.0,Allowed,-81.474479
bbbUUB,0.0,0,3.0,Allowed,-81.226286
bbbUDD,0.0,0,0.0,Allowed,-86.550865
bbbUDD,0.0,0,1.0,Allowed,-86.302672
bbbUDD,0.0,0,2.0,Allowed,-86.054479
bbbUDD,0.0,0,3.0,Allowed,-85.806286
bbbUDS,0.0,1,0.0,Allowed,-86.439031
bbbUDS,0.0,1,1.0,Allowed,-86.190838
bbbUDS,0.0,1,2.0,Allowed,-85.942645
bbbUDS,0.0,1,3.0,Allowed,-85.694452
bbbUDC,0.0,0,0.0,Allowed,-84.87086500000001
bbbUDC,0.0,0,1.0,Allowed,-84.622672
bbbUDC,0.0,0,2.0,Allowed,-84.37447900000001
bbbUDC,0.0,0,3.0,Allowed,-84.126286
bbbUDB,0.0,0,0.0,Allowed,-81.970865
bbbUDB,0.0,0,1.0,Allowed,-81.722672
bbbUDB,0.0,0,2.0,Allowed,-81.474479
bbbUDB,0.0,0,3.0,Allowed,-81.226286
bbbUSS,0.0,2,0.0,Allowed,-86.327197
bbbUSS,0.0,2,1.0,Allowed,-86.079004
bbbUSS,0.0,2,2.0,Allowed,-85.830811
bbbUSS,0.0,2,3.0,Allowed,-85.582618
bbbUSC,0.0,1,0.0,Allowed,-84.75903100000001
bbbUSC,0.0,1,1.0,Allowed,-84.510838
bbbUSC,0.0,1,2.0,Allowed,-84.262645
bbbUSC,0.0,1,3.0,Allowed,-84.014452
bbbUSB,0.0,1,0.0,Allowed,-81.859031
bbbUSB,0.0,1,1.0,Allowed,-81.610838
bbbUSB,0.0,1,2.0,Allowed,-81.362645
bbbUSB,0.0,1,3.0,Allowed,-81.114452
bbbUCC,0.0,0,0.0,Allowed,-83.490865
bbbUCC,0.0,0,1.0,Allowed,-83.242672
bbbUCC,0.0,0,2.0,Allowed,-82.994479
bbbUCC,0.0,0,3.0,Allowed,-82.746286
bbbUCB,0.0,0,0.0,Allowed,-80.59086500000001
bbbUCB,0.0,0,1.0,Allowed,-80.342672
bbbUCB,0.0,0,2.0,Allowed,-80.094479
bbbUCB,0.0,0,3.0,Allowed,-79.84628599999999
bbbUBB,0.0,0,0.0,Allowed,-77.690865
bbbUBB,0.0,0,1.0,Allowed,-77.442672
bbbUBB,0.0,0,2.0,Allowed,-77.194479
bbbUBB,0.0,0,3.0,Allowed,-76.946286
bbbDDD,0.0,0,0.0,Allowed,-86.550865
bbbDDD,0.0,0,1.0,Allowed,-86.302672
bbbDDD,0.0,0,2.0,Allowed,-86.054479
bbbDDD,0.0,0,3.0,Allowed,-85.806286
bbbDDS,0.0,1,0.0,Allowed,-86.439031
bbbDDS,0.0,1,1.0,Allowed,-86.190838
bbbDDS,0.0,1,2.0,Allowed,-85.942645
bbbDDS,0.0,1,3.0,Allowed,-85.694452
bbbDDC,0.0,0,0.0,Allowed,-84.87086500000001
bbbDDC,0.0,0,1.0,Allowed,-84.622672
bbbDDC,0.0,0,2.0,Allowed,-84.37447900000001
bbbDDC,0.0,0,3.0,Allowed,-84.126286
bbbDDB,0.0,0,0.0,Allowed,-81.970865
bbbDDB,0.0,0,1.0,Allowed,-81.722672
bbbDDB,0.0,0,2.0,Allowed,-81.474479
bbbDDB,0.0,0,3.0,Allowed,-81.226286
bbbDSS,0.0,2,0.0,Allowed,-86.327197
bbbDSS,0.0,2,1.0,Allowed,-86.079004
bbbDSS,0.0,2,2.0,Allowed,-85.830811
bbbDSS,0.0,2,3.0,Allowed,-85.582618
bbbDSC,0.0,1,0.0,Allowed,-84.75903100000001
bbbDSC,0.0,1,1.0,Allowed,-84.510838
bbbDSC,0.0,1,2.0,Allowed,-84.262645
bbbDSC,0.0,1,3.0,Allowed,-84.014452
bbbDSB,0.0,1,0.0,Allowed,-81.859031
bbbDSB,0.0,1,1.0,Allowed,-81.610838
bbbDSB,0.0,1,2.0,Allowed,-81.362645
bbbDSB,0.0,1,3.0,Allowed,-81.114452
bbbDCC,0.0,0,0.0,Allowed,-83.490865
bbbDCC,0.0,0,1.0,Allowed,-83.242672
bbbDCC,0.0,0,2.0,Allowed,-82.994479
bbbDCC,0.0,0,3.0,Allowed,-82.746286
bbbDCB,0.0,0,0.0,Allowed,-80.59086500000001
bbbDCB,0.0,0,1.0,Allowed,-80.342672
bbbDCB,0.0,0,2.0,Allowed,-80.094479
bbbDCB,0.0,0,3.0,Allowed,-79.84628599999999
bbbDBB,0.0,0,0.0,Allowed,-77.690865
bbbDBB,0.0,0,1.0,Allowed,-77.442672
bbbDBB,0.0,0,2.0,Allowed,-77.194479
bbbDBB,0.0,0,3.0,Allowed,-76.946286
bbbSSS,0.0,3,0.0,Allowed,-86.215363
bbbSSS,0.0,3,1.0,Allowed,-85.96717
bbbSSS,0.0,3,2.0,Allowed,-85.718977
bbbSSS,0.0,3,3.0,Allowed,-85.470784
bbbSSC,0.0,2,0.0,Allowed,-84.647197
bbbSSC,0.0,2,1.0,Allowed,-84.399004
bbbSSC,0.0,2,2.0,Allowed,-84.150811
bbbSSC,0.0,2,3.0,Allowed,-83.902618
bbbSSB,0.0,2,0.0,Allowed,-81.747197
bbbSSB,0.0,2,1.0,Allowed,-81.499004
bbbSSB,0.0,2,2.0,Allowed,-81.250811
bbbSSB,0.0,2,3.0,Allowed,-81.002618
bbbSCC,0.0,1,0.0,Allowed,-83.379031
bbbSCC,0.0,1,1.0,Allowed,-83.130838
bbbSCC,0.0,1,2.0,Allowed,-82.882645
bbbSCC,0.0,1,3.0,Allowed,-82.634452
bbbSCB,0.0,1,0.0,Allowed,-80.47903099999999
bbbSCB,0.0,1,1.0,Allowed,-80.230838
bbbSCB,0.0,1,2.0,Allowed,-79.982645
bbbSCB,0.0,1,3.0,Allowed,-79.734452
bbbSBB,0.0,1,0.0,Allowed,-77.579031
bbbSBB,0.0,1,1.0,Allowed,-77.330838
bbbSBB,0.0,1,2.0,Allowed,-77.082645
bbbSBB,0.0,1,3.0,Allowed,-76.834452
bbbCCC,0.0,0,0.0,Allowed,-81.960865
bbbCCC,0.0,0,1.0,Allowed,-81.712672
bbbCCC,0.0,0,2.0,Allowed,-81.464479
bbbCCC,0.0,0,3.0,Allowed,-81.216286
bbbCCB,0.0,0,0.0,Allowed,-79.060865
bbbCCB,0.0,0,1.0,Allowed,-78.812672
bbbCCB,0.0,0,2.0,Allowed,-78.564479
bbbCCB,0.0,0,3.0,Allowed,-78.316286
bbbCBB,0.0,0,0.0,Allowed,-76.160865
bbbCBB,0.0,0,1.0,Allowed,-75.912672
bbbCBB,0.0,0,2.0,Allowed,-75.664479
bbbCBB,0.0,0,3.0,Allowed,-75.416286
bbbBBB,0.0,0,0.0,Allowed,-73.260865
bbbBBB,0.0,0,1.0,Allowed,-73.01267200000001
bbbBBB,0.0,0,2.0,Allowed,-72.764479
bbbBBB,0.0,0,3.0,Allowed,-72.51628600000001
bbUUUU,-0.6666666666666666,0,0.0,Allowed,-91.078965
bbUUUU,-0.6666666666666666,0,1.0,Allowed,-90.830772
bbUUUU,-0.6666666666666666,0,2.0,Allowed,-90.582579
bbUUUU,-0.6666666666666666,0,3.0,Allowed,-90.334386
bbUUUD,-0.6666666666666666,0,0.0,Allowed,-91.078965
bbUUUD,-0.6666666666666666,0,1.0,Allowed,-90.830772
bbUUUD,-0.6666666666666666,0,2.0,Allowed,-90.582579
bbUUUD,-0.6666666666666666,0,3.0,Allowed,-90.334386
bbUUUS,-0.6666666666666666,1,0.0,Allowed,-90.967131
bbUUUS,-0.6666666666666666,1,1.0,Allowed,-90.71893800000001
bbUUUS,-0.6666666666666666,1,2.0,Allowed,-90.470745
bbUUUS,-0.6666666666666666,1,3.0,Allowed,-90.22255200000001
bbUUUC,-0.6666666666666666,0,0.0,Allowed,-89.548965
bbUUUC,-0.6666666666666666,0,1.0,Allowed,-89.300772
bbUUUC,-0.6666666666666666,0,2.0,Allowed,-89.05257900000001
bbUUUC,-0.6666666666666666,0,3.0,Allowed,-88.804386
bbUUUB,-0.6666666666666666,0,0.0,Allowed,-86.648965
bbUUUB,-0.6666666666666666,0,1.0,Allowed,-86.400772
bbUUUB,-0.6666666666666666,0,2.0,Allowed,-86.152579
bbUUUB,-0.6666666666666666,0,3.0,Allowed,-85.904386
bbUUDD,-0.6666666666666666,0,0.0,Allowed,-91.078965
bbUUDD,-0.6666666666666666,0,1.0,Allowed,-90.830772
bbUUDD,-0.6666666666666666,0,2.0,Allowed,-90.582579
bbUUDD,-0.6666666666666666,0,3.0,Allowed,-90.334386
bbUUDS,-0.6666666666666666,1,0.0,Allowed,-90.967131
bbUUDS,-0.6666666666666666,1,1.0,Allowed,-90.71893800000001
bbUUDS,-0.6666666666666666,1,2.0,Allowed,-90.470745
bbUUDS,-0.6666666666666666,1,3.0,Allowed,-90.22255200000001
bbUUDC,-0.6666666666666666,0,0.0,Allowed,-89.548965
bbUUDC,-0.6666666666666666,0,1.0,Allowed,-89.300772
bbUUDC,-0.6666666666666666,0,2.0,Allowed,-89.05257900000001
bbUUDC,-0.6666666666666666,0,3.0,Allowed,-88.804386
bbUUDB,-0.6666666666666666,0,0.0,Allowed,-86.648965
bbUUDB,-0.6666666666666666,0,1.0,Allowed,-86.400772
bbUUDB,-0.6666666666666666,0,2.0,Allowed,-86.152579
bbUUDB,-0.6666666666666666,0,3.0,Allowed,-85.904386
bbUUSS,-0.6666666666666666,2,0.0,Allowed,-90.85529700000001
bbUUSS,-0.6666666666666666,2,1.0,Allowed,-90.607104
bbUUSS,-0.6666666666666666,2,2.0,Allowed,-90.358911
bbUUSS,-0.6666666666666666,2,3.0,Allowed,-90.110718
bbUUSC,-0.6666666666666666,1,0.0,Allowed,-89.437131
bbUUSC,-0.6666666666666666,1,1.0,Allowed,-89.18893800000001
bbUUSC,-0.6666666666666666,1,2.0,Allowed,-88.940745
bbUUSC,-0.6666666666666666,1,3.0,Allowed,-88.692552
bbUUSB,-0.6666666666666666,1,0.0,Allowed,-86.537131
bbUUSB,-0.6666666666666666,1,1.0,Allowed,-86.288938
bbUUSB,-0.6666666666666666,1,2.0,Allowed,-86.040745
bbUUSB,-0.6666666666666666,1,3.0,Allowed,-85.792552
bbUUCC,-0.6666666666666666,0,0.0,Allowed,-87.868965
bbUUCC,-0.6666666666666666,0,1.0,Allowed,-87.620772
bbUUCC,-0.6666666666666666,0,2.0,Allowed,-87.372579
bbUUCC,-0.6666666666666666,0,3.0,Allowed,-87.124386
bbUUCB,-0.6666666666666666,0,0.0,Allowed,-84.968965
bbUUCB,-0.6666666666666666,0,1.0,Allowed,-84.720772
bbUUCB,-0.6666666666666666,0,2.0,Allowed,-84.472579
bbUUCB,-0.6666666666666666,0,3.0,Allowed,-84.224386
bbUUBB,-0.6666666666666666,0,0.0,Allowed,-82.068965
bbUUBB,-0.6666666666666666,0,1.0,Allowed,-81.820772
bbUUBB,-0.6666666666666666,0,2.0,Allowed,-81.572579
bbUUBB,-0.6666666666666666,0,3.0,Allowed,-81.324386
bbUDDD,-0.6666666666666666,0,0.0,Allowed,-91.078965
bbUDDD,-0.6666666666666666,0,1.0,Allowed,-90.830772
bbUDDD,-0.6666666666666666,0,2.0,Allowed,-90.582579
bbUDDD,-0.6666666666666666,0,3.0,Allowed,-90.334386
bbUDDS,-0.6666666666666666,1,0.0,Allowed,-90.967131
bbUDDS,-0.6666666666666666,1,1.0,Allowed,-90.71893800000001
bbUDDS,-0.6666666666666666,1,2.0,Allowed,-90.470745
bbUDDS,-0.6666666666666666,1,3.0,Allowed,-90.22255200000001
bbUDDC,-0.6666666666666666,0,0.0,Allowed,-89.548965
bbUDDC,-0.6666666666666666,0,1.0,Allowed,-89.300772
bbUDDC,-0.6666666666666666,0,2.0,Allowed,-89.05257900000001
bbUDDC,-0.6666666666666666,0,3.0,Allowed,-88.804386
bbUDDB,-0.6666666666666666,0,0.0,Allowed,-86.648965
bbUDDB,-0.6666666666666666,0,1.0,Allowed,-86.400772
bbUDDB,-0.6666666666666666,0,2.0,Allowed,-86.152579
bbUDDB,-0.6666666666666666,0,3.0,Allowed,-85.904386
bbUDSS,-0.6666666666666666,2,0.0,Allowed,-90.85529700000001
bbUDSS,-0.6666666666666666,2,1.0,Allowed,-90.607104
bbUDSS,-0.6666666666666666,2,2.0,Allowed,-90.358911
bbUDSS,-0.6666666666666666,2,3.0,Allowed,-90.110718
bbUDSC,-0.6666666666666666,1,0.0,Allowed,-89.437131
bbUDSC,-0.6666666666666666,1,1.0,Allowed,-89.18893800000001
bbUDSC,-0.6666666666666666,1,2.0,Allowed,-88.940745
bbUDSC,-0.6666666666666666,1,3.0,Allowed,-88.692552
bbUDSB,-0.6666666666666666,1,0.0,Allowed,-86.537131
bbUDSB,-0.6666666666666666,1,1.0,Allowed,-86.288938
bbUDSB,-0.6666666666666666,1,2.0,Allowed,-86.040745
bbUDSB,-0.6666666666666666,1,3.0,Allowed,-85.792552
bbUDCC,-0.6666666666666666,0,0.0,Allowed,-87.868965
bbUDCC,-0.6666666666666666,0,1.0,Allowed,-87.620772
bbUDCC,-0.6666666666666666,0,2.0,Allowed,-87.372579
bbUDCC,-0.6666666666666666,0,3.0,Allowed,-87.124386
bbUDCB,-0.6666666666666666,0,0.0,Allowed,-84.968965
bbUDCB,-0.6666666666666666,0,1.0,Allowed,-84.720772
bbUDCB,-0.6666666666666666,0,2.0,Allowed,-84.472579
bbUDCB,-0.6666666666666666,0,3.0,Allowed,-84.224386
bbUDBB,-0.6666666666666666,0,0.0,Allowed,-82.068965
bbUDBB,-0.6666666666666666,0,1.0,Allowed,-81.820772
bbUDBB,-0.6666666666666666,0,2.0,Allowed,-81.572579
bbUDBB,-0.6666666666666666,0,3.0,Allowed,-81.324386
bbUSSS,-0.6666666666666666,3,0.0,Allowed,-90.743463
bbUSSS,-0.6666666666666666,3,1.0,Allowed,-90.49527
bbUSSS,-0.6666666666666666,3,2.0,Allowed,-90.247077
bbUSSS,-0.6666666666666666,3,3.0,Allowed,-89.998884
bbUSSC,-0.6666666666666666,2,0.0,Allowed,-89.325297
bbUSSC,-0.6666666666666666,2,1.0,Allowed,-89.077104
